row_num,id,confidence,matched_entity,url,title,rest_status_before,delete_http,delete_result_status,rest_status_after,error
544,14184,high,blockdag,https://theccpress.com/blockdags-222-5m-presale-price-rollback-signal-final-buying-opportunity-before-launch/,BlockDAG’s $222.5M Presale & Price Rollback Signal Final Buying Opportunity Before Launch,publish,200,trash,trash,
545,14174,high,blockdag,https://theccpress.com/top-presale-crypto-2025-earn-3750-with-blockdag-top-picks/,"Top Presale Crypto 2025: Earn $3,750+ with BlockDAG & Top Picks",trash,skip,already_trash,trash,
546,14172,high,blockdag,https://theccpress.com/ethereums-100x-upgrade-plan-xrps-wall-street-takeover-and-blockdags-3750-free-crypto-drop-turn-heads/,"Ethereum’s 100x Upgrade Plan, XRP’s Wall Street Takeover, and BlockDAG’s $3,750 Free Crypto Drop Turn Heads",publish,200,trash,trash,
547,14166,high,web3 ai,https://theccpress.com/best-crypto-for-2025-web3-ais-0-0003-token-could-deliver-1747-roi/,"Best Crypto for 2025? Web3 ai’s $0.0003 Token Could Deliver 1,747% ROI",trash,skip,already_trash,trash,
548,14164,high,web3 ai,https://theccpress.com/top-bullish-altcoin-to-buy-now-why-web3-ai-leads-over-dogecoin-tron-and-toncoin/,"Top Bullish Altcoin To Buy Now: Why Web3 ai Leads Over Dogecoin, TRON, and Toncoin",publish,200,trash,trash,
549,14125,high,blockdag,https://theccpress.com/blockdag-pi-network-solana-updates-top-crypto-for-2025-5000-referral-rewards/,"BlockDAG, Pi Network, & Solana Updates: Top Crypto for 2025 & $5,000 Referral Rewards",trash,skip,already_trash,trash,
550,14123,high,unstaked,https://theccpress.com/algo-unstaked-offers-2700-roi/,ALGO & SEI Price Moves Signal Uncertainty; Unstaked Offers 2700% ROI,publish,200,trash,trash,
551,13988,high,web3 ai,https://theccpress.com/top-crypto-to-buy-in-2025web3-ai-polkadot-and-stellar/,"Top Crypto to Buy in 2025:Web3 ai, Polkadot, and Stellar",trash,skip,already_trash,trash,
552,13986,high,cold wallet,https://theccpress.com/pepe-eyes-7220-surge-ada-targets-7-09-in-bull-run-spotlight-turns-to-the-best-crypto-performer-cold-wallet/,"PEPE Eyes 7,220% Surge, ADA Targets $7.09 in Bull Run, Spotlight Turns to the Best Crypto Performer: Cold Wallet",publish,200,trash,trash,
553,13984,high,cold wallet,https://theccpress.com/cold-wallet-eyes-4900-roi-xrp-trend-holds-ethereum-market-slides/,"Cold Wallet Eyes 4900% ROI, XRP Trend Holds & Ethereum Market Slides",publish,410,,trash,
554,13982,high,unstaked,https://theccpress.com/pi-targets-3-ripple-whale-shifts-273m-unstaked-leads-crypto-presales/,"PI Targets $3, Ripple Whale Shifts $273M, Unstaked Leads Crypto Presales",publish,200,trash,trash,
555,13978,high,blockdag,https://theccpress.com/top-3-presale-coins-to-buy-now-in-2025-blockdag-cold-wallet-dragoin/,"Top 3 Presale Coins to Buy Now in 2025: BlockDAG, Cold Wallet, Dragoin",trash,skip,already_trash,trash,
556,13976,high,blockdag,https://theccpress.com/moneros-19-rally-uniswaps-2-94t-volume-and-blockdags-buyer-battles-could-10x-early-buyers-by-2025/,"Monero’s 19% Rally, Uniswap’s $2.94T Volume, and BlockDAG’s Buyer Battles Could 10x Early Buyers by 2025",publish,200,trash,trash,
557,13974,high,blockdag,https://theccpress.com/top-cryptos-of-2025-blockdag-leads/,Top Cryptos of 2025: BlockDAG Leads,trash,skip,already_trash,trash,
558,13968,high,dragoin,https://theccpress.com/ada-and-xlm-set-new-highs-but-can-dragoins-6700-roi-presale-deliver-the-next-top-10-meme-coin/,"ADA and XLM Set New Highs, but Can Dragoin’s 6,700% ROI Presale Deliver the Next Top 10 Meme Coin?",publish,200,trash,trash,
559,14001,high,qubetics,https://theccpress.com/top-cryptos-to-buy-for-2025-missed-binance-qubetics-might-be-the-comeback-kid-youve-been-waiting-for/,Top Cryptos to Buy for 2025: Missed Binance? Qubetics Might Be the Comeback Kid You’ve Been Waiting For,trash,skip,already_trash,trash,
560,13966,high,bdag,https://theccpress.com/4-best-crypto-coins-to-buy-now-bdag-pi-network-bnb-xrp/,"4 Best Crypto Coins to Buy Now: BDAG, Pi Network, BNB, XRP",publish,200,trash,trash,
561,13879,high,bdag,https://theccpress.com/eth-price-prediction-bnb-upgrade-news-bdags-25-referral-bonus/,"ETH Price Prediction, BNB Upgrade News, & BDAG’s 25% Referral Bonus",trash,skip,already_trash,trash,
562,13877,high,blockdag,https://theccpress.com/top-crypto-presale-picks-for-2025-blockdag-cold-wallet-dragoin-web3bay-web3-ai-and-unstaked-leading-the-way/,"Top Crypto Presale Picks for 2025: BlockDAG, Cold Wallet, Dragoin, Web3Bay, Web3 ai, and Unstaked Leading the Way",publish,200,trash,trash,
563,13875,high,blockdag,https://theccpress.com/top-crypto-to-buy-now-blockdag-ondo-filecoin-and-aptos-updates/,"Top Crypto to Buy Now: BlockDAG, ONDO, Filecoin and Aptos Updates",trash,skip,already_trash,trash,
564,13873,high,cold wallet,https://theccpress.com/cold-wallet-promises-4900-roi-pi-collapse-alert-eth-holds-at-1560/,"Cold Wallet Promises 4,900% ROI, PI Collapse Alert, ETH Holds at $1,560",publish,200,trash,trash,
565,13871,high,cold wallet,https://theccpress.com/insights-on-aaves-growth-cardanos-bullish-patterns-cold-wallets-huge-roi/,"Insights on Aave’s Growth, Cardano’s Bullish Patterns & Cold Wallet’s Huge ROI",trash,skip,already_trash,trash,
566,13867,high,web3 ai,https://theccpress.com/bnb-price-jumps-avalanche-recovers-web3-ai-leads-best-crypto-presale-2025/,"BNB Price Jumps, Avalanche Recovers & Web3 ai Leads Best Crypto Presale 2025",publish,200,trash,trash,
567,13865,high,unstaked,https://theccpress.com/unstaked-competes-with-cardano-hyperliquid-as-the-best-crypto-to-buy-2025-with-real-utility/,Unstaked Competes with Cardano & Hyperliquid as the Best Crypto to Buy 2025 with Real Utility,publish,410,,trash,
568,13833,high,unstaked,https://theccpress.com/hype-holds-16b-bgb-burns-30m-unstakeds-2700-roi-goes-viral/,"HYPE Holds Firm, BGB Cuts Supply, While Unstaked Unlocks 2700% ROI & Early Leadership",publish,200,trash,trash,
569,13698,high,cold wallet,https://theccpress.com/cold-wallet-vs-solana-and-trump-token-best-crypto-for-higher-returns-in-2025/,Cold Wallet vs Solana and Trump Token: Best Crypto for Higher Returns in 2025,trash,skip,already_trash,trash,
570,13694,high,web3 ai,https://theccpress.com/arb-atom-prices-shift-while-web3-ai-targets-1747-roi/,ARB & ATOM Prices Shift While Web3 ai Targets 1747% ROI,publish,200,trash,trash,
571,13688,high,blockdag,https://theccpress.com/top-2025-crypto-presales-blockdags-219m-push-leads-wai-cwt-and-unsd/,"Top 2025 Crypto Presales: BlockDAG’s $219M Push Leads WAI, CWT, and UNSD",publish,410,,trash,
572,13710,high,btfd,https://theccpress.com/top-10-meme-coins-to-ride-the-2025-riches-secure-btfds-presale-now-for-2900-roi-before-may-26-doge-and-pengu-are-rallying-too/,Top 10 Meme Coins to Ride the 2025 Riches: Secure BTFD’s Presale Now for 2900% ROI Before May 26—DOGE and PENGU Are Rallying Too!,publish,200,trash,trash,
573,13682,high,bdag,https://theccpress.com/5-top-presale-coins-to-buy-in-2025-bdag-solaxy-stone-and-more/,"5 Top Presale Coins to Buy in 2025: BDAG, Solaxy, STONE, and More",publish,410,,trash,
574,13668,high,unstaked,https://theccpress.com/best-crypto-to-buy-in-2025-unstaked-vs-ada-hype-compared/,"Best Crypto to Buy in 2025: Unstaked’s $0.006695 Entry, Cardano’s $1 Target, and Hyperliquid’s $20 Forecast Compared",publish,200,trash,trash,
575,13544,high,btfd,https://theccpress.com/dont-let-btfd-be-your-next-brett-invest-now-before-the-presale-ends-next-month-top-cryptos-to-join-for-short-term/,Don’t Let BTFD Be Your Next Brett—Invest Now Before the Presale Ends Next Month: Top Cryptos to Join for Short Term,publish,410,,trash,
576,13541,high,arctic pablo,https://theccpress.com/best-crypto-to-buy-today-arctic-pablo-coins-7969-70-roi-beats-filecoin-cosmos/,Best Crypto to Buy Today: Arctic Pablo Coin’s 7969.70% ROI Beats Filecoin & Cosmos,publish,200,trash,trash,
577,13537,high,qubetics,https://theccpress.com/ignored-arbitrum-at-launch-qubetics-is-rising-as-a-top-crypto-for-significant-returns-in-2025/,Ignored Arbitrum at Launch? Qubetics Is Rising as a Top Crypto for Significant Returns in 2025,publish,410,,trash,
578,13535,high,qubetics,https://theccpress.com/qubetics-aptos-filecoin-2025-breakdown-discover-the-top-cryptos-to-invest-in-right-now/,"Qubetics, Aptos & Filecoin 2025 Breakdown – Discover the Top Cryptos to Invest in Right Now",publish,200,trash,trash,
579,13531,high,blockdag,https://theccpress.com/best-cryptos-to-accumulate-in-april-helium-hedera-trump-and-blockdag-show-strong-upside/,"Best Cryptos to Accumulate in April: Helium, Hedera, Trump, and BlockDAG Show Strong Upside",trash,skip,already_trash,trash,
580,13529,high,blockdag,https://theccpress.com/sui-price-doubles-off-lows-xrp-targets-6-5-and-blockdag-presale-rolls-back-to-0-0025/,"SUI Price Doubles Off Lows, XRP Targets $6.5, and BlockDAG Presale Rolls Back to $0.0025",publish,200,trash,trash,
581,13523,high,unstaked,https://theccpress.com/xrp-battles-0-52-eth-below-1700-but-unstakeds-ai-proof-of-intelligence-crypto-could-27x-roi-early-buyers/,"XRP Battles $0.52, ETH Below $1,700, But Unstaked’s AI Proof-of-Intelligence Crypto Could 27x ROI Early Buyers",trash,skip,already_trash,trash,
582,13521,high,web3 ai,https://theccpress.com/web3-ai-forecasts-1747-roi-as-shib-inflows-climb-ada-faces-key-support/,Web3 ai Forecasts 1747% ROI as SHIB Inflows Climb & ADA Faces Key Support,publish,200,trash,trash,
583,13519,high,cold wallet,https://theccpress.com/shiba-inu-filecoin-and-the-rise-of-cold-wallet-top-crypto-to-invest-in-for-privacy/,"Shiba Inu, Filecoin, and the Rise of Cold Wallet: Top Crypto to Invest in for Privacy",trash,skip,already_trash,trash,
584,13517,high,cold wallet,https://theccpress.com/cold-wallets-presale-starts-at-0-007-toncoin-hbar-show-volatility/,Cold Wallet’s Presale Starts at $0.007; Toncoin & HBAR Show Volatility,publish,200,trash,trash,
585,13539,high,btfd,https://theccpress.com/btfds-stage-15-sells-fast-with-final100-bonus-best-meme-coin-presale-to-buy-now-while-brett-and-floki-stay-steady/,BTFD’s Stage 15 Sells Fast with FINAL100 Bonus—Best Meme Coin Presale to Buy Now While Brett and Floki Stay Steady,trash,skip,already_trash,trash,
586,13370,high,btfd,https://theccpress.com/final-call-to-buy-btfd-coins-0-0002-presale-ends-may-26-5-best-1000x-cryptos-to-watch-with-giga-and-fartcoin-gaining-fast/,Final Call to Buy: BTFD Coin’s $0.0002 Presale Ends May 26—5 Best 1000x Cryptos to Watch With GIGA and FARTCOIN Gaining Fast,publish,200,trash,trash,
587,13350,high,unstaked,https://theccpress.com/xrp-price-prediction-sui-price-analysis-unstaked-best-crypto-right-now/,"XRP Price Prediction, SUI Price Analysis & Unstaked: Best Crypto Right Now?",trash,skip,already_trash,trash,
588,13346,high,dragoin,https://theccpress.com/dragoin-presale-rises-shibs-8276-burn-spike-xrps-golden-cross-prediction-stir-investor-interest/,"Dragoin Presale Rises, SHIB’s 8,276% Burn Spike & XRP’s Golden Cross Prediction Stir Investor Interest",publish,200,trash,trash,
589,13344,high,dragoin,https://theccpress.com/dragoins-6700-roi-telegram-game-roadmap-put-it-ahead-of-sui-xrp/,"Dragoin’s 6,700% ROI, Telegram Game, & Roadmap Put It Ahead of SUI & XRP",trash,skip,already_trash,trash,
590,13342,high,unstaked,https://theccpress.com/top-crypto-to-buy-in-2025-why-unstaked-leads-over-filecoin-aptos-toncoin/,"Top Crypto to Buy in 2025: Why Unstaked Leads Over Filecoin, Aptos & Toncoin",publish,410,,trash,
591,13336,high,cold wallet,https://theccpress.com/cold-wallets-presale-starts-at-0-007-xrp-etf-buzz-builds-ada-faces-sell-offs/,"Cold Wallet’s Presale Starts at $0.007, XRP ETF Buzz Builds, ADA Faces Sell-Offs",publish,200,trash,trash,
592,13334,high,cold wallet,https://theccpress.com/ethereum-set-for-20-surge-monero-eyes-150-cold-wallets-0-007-presale-joins-the-new-bull-run-crypto-picks/,"Ethereum Set for 20% Surge, Monero Eyes $150—Cold Wallet’s $0.007 Presale Joins the New Bull Run Crypto Picks",trash,skip,already_trash,trash,
593,13332,high,cold wallet,https://theccpress.com/best-crypto-coin-to-invest-in-2025-500x-cold-wallet-presale-4-proven-giants/,Best Crypto Coin to Invest in 2025: 500x Cold Wallet Presale + 4 Proven Giants,publish,200,trash,trash,
594,13328,high,dragoin,https://theccpress.com/trump-rallies-8-6-tether-mints-10b-on-tron-dragoin-at-0-0000292-rises-among-best-crypto-coins/,"TRUMP Rallies 8.6%, Tether Mints $10B on TRON, Dragoin at $0.0000292 Rises Among Best Crypto Coins",trash,skip,already_trash,trash,
595,13324,high,web3 ai,https://theccpress.com/web3-ai-projects-1747-roi-as-ethereum-holds-1700-and-xrp-struggles/,"Web3 ai Projects 1747% ROI as Ethereum Holds $1,700 and XRP Struggles",publish,200,trash,trash,
596,13322,high,web3 ai,https://theccpress.com/web3-ai-projects-1747-roi-as-ethereum-holds-1700-and-xrp-falls-5/,"Web3 ai Projects 1747% ROI as Ethereum Holds $1,700 and XRP Falls 5%",publish,410,,trash,
597,13167,high,btfd,https://theccpress.com/1-round-left-get-2x-btfd-now-as-one-of-the-best-new-meme-coins-to-buy-today-can-it-match-doge-and-wifs-hype/,1 Round Left: Get 2X $BTFD NOW as One of the Best New Meme Coins to Buy Today—Can It Match DOGE and WIF’s Hype?,publish,200,trash,trash,
598,13156,high,qubetics,https://theccpress.com/qubetics-climbs-to-0-1902-as-the-best-crypto-under-1-while-tezos-and-helium-show-strength/,Qubetics Climbs to $0.1902 as the Best Crypto Under $1 While Tezos and Helium Show Strength,publish,200,trash,trash,
599,13146,high,blockdag,https://theccpress.com/best-crypto-coins-to-buy-now-blockdag-quant-injective-ondo/,"Best Crypto Coins to Buy Now: BlockDAG, Quant, Injective & Ondo",trash,skip,already_trash,trash,
600,13144,high,blockdag,https://theccpress.com/top-crypto-gainers-today-blockdag-web3ai-cold-wallet-dragoin-show-high-growth-potential/,"Top Crypto Gainers Today: BlockDAG, Web3AI, Cold Wallet & Dragoin Show High Growth Potential",publish,200,trash,trash,
601,13140,high,web3 ai,https://theccpress.com/best-crypto-to-buy-now-web3-ai-tao-aave-arbitrum/,"Best Crypto to Buy Now: Web3 ai, TAO, Aave, & Arbitrum",publish,410,,trash,
602,13136,high,web3 ai,https://theccpress.com/bitcoin-surges-xlm-prepares-for-breakout-web3-ai-unlocks-1747-roi/,"Bitcoin Surges, XLM Prepares for Breakout, & Web3 ai Unlocks 1747% ROI",publish,200,trash,trash,
603,13130,high,dragoin,https://theccpress.com/fartcoin-litecoin-or-dragoin-why-ddgns-live-game-and-6700-presale-potential-deserve-a-closer-look/,"Fartcoin, Litecoin, or Dragoin? Why DDGN’s Live Game and 6,700% Presale Potential Deserve a Closer Look",trash,skip,already_trash,trash,
604,13128,high,dragoin,https://theccpress.com/dragoin-stage-1-presale-gains-traction-as-popcat-slides-chainlink-battles-7-50-breakdown/,Dragoin Stage 1 Presale Gains Traction as POPCAT Slides & Chainlink Battles $7.50 Breakdown,publish,200,trash,trash,
605,13118,high,cold wallet,https://theccpress.com/top-altcoins-to-buy-now-hype-mantle-helium-akash-cold-wallet-compared/,"Top Altcoins to Buy Now: HYPE, Mantle, Helium, Akash & Cold Wallet Compared",publish,410,,trash,
606,13116,high,cold wallet,https://theccpress.com/fartcoin-explodes-300-is-cold-wallet-the-best-crypto-wallet-to-survive-the-madness/,"Fartcoin Explodes 300%, Is Cold Wallet the Best Crypto Wallet to Survive the Madness?",publish,200,trash,trash,
607,13114,high,unstaked,https://theccpress.com/pi-network-eyes-3-ripple-xrp-whale-moves-273m-unstaked-offers-immense-return-in-crypto-presales-to-invest-in/,"Pi Network Eyes $3, Ripple (XRP) Whale Moves $273M, Unstaked Offers Immense Return in Crypto Presales to Invest in",trash,skip,already_trash,trash,
608,13112,high,unstaked,https://theccpress.com/solana-secures-etf-momentum-ethereum-price-forecast-signals-rejection-unstaked-remains-the-28x-entry-investors-are-watching/,"Solana Secures ETF Momentum, Ethereum Price Forecast Signals Rejection,  Unstaked Remains the 28x Entry Investors Are Watching",publish,200,trash,trash,
609,13108,high,unstaked,https://theccpress.com/0-180-doge-1600-eth-and-0-0065-unstaked-which-is-the-best-crypto-platform-right-now/,"$0.180 DOGE, $1,600 ETH, and $0.0065 Unstaked, Which Is the Best Crypto Platform Right Now?",trash,skip,already_trash,trash,
610,13142,high,blockdag,https://theccpress.com/most-popular-crypto-of-2025-blockdag-ethereum-xrp-more/,"Most Popular Crypto of 2025: BlockDAG, Ethereum, XRP & More",publish,200,trash,trash,
611,12956,high,qubetics,https://theccpress.com/unveiling-the-best-100x-crypto-projects-qubetics-bittensor-tao-and-tron-2025-explained/,"Unveiling the Best 100x Crypto Projects: Qubetics, Bittensor TAO, and Tron (2025) Explained",publish,410,,trash,
612,12952,high,blockdag,https://theccpress.com/blockdag-price-rollback-to-0-0025-opens-20x-potential-as-trx-and-bitget-token-stall/,BlockDAG Price Rollback to $0.0025 Opens 20x Potential as TRX and Bitget Token Stall,publish,200,trash,trash,
613,12948,high,blockdag,https://theccpress.com/top-crypto-gainers-2025-blockdag-pi-coin-bnb-stellar-dot/,"Top Crypto Gainers 2025: BlockDAG, Pi Coin, BNB, Stellar & DOT",trash,skip,already_trash,trash,
614,12942,high,web3 ai,https://theccpress.com/top-crypto-projects-in-2025-web3-ai-xrp-hbar-stellar/,"Top Crypto Projects in 2025: Web3 ai, XRP, HBAR & Stellar",publish,200,trash,trash,
615,12938,high,unstaked,https://theccpress.com/immutable-gets-20m-boost-fil-backs-ai-but-unstakeds-27x-ai-token-is-about-to-explode/,"Immutable Gets $20M Boost, FIL Backs AI, But Unstaked’s 27x AI Token Is About to Explode",trash,skip,already_trash,trash,
616,12936,high,unsd,https://theccpress.com/top-crypto-coins-to-buy-in-2025-unsd-sfm-lunc-bonk/,"Top Crypto Coins to Buy in 2025:  UNSD, SFM, LUNC, & BONK",publish,200,trash,trash,
617,12934,high,unstaked,https://theccpress.com/litecoin-and-uni-heat-up-but-unstakeds-27x-ai-token-grabs-trader-attention/,"Litecoin and UNI Heat Up, But Unstaked’s 27x AI Token Grabs Trader Attention",trash,skip,already_trash,trash,
618,12932,high,cold wallet,https://theccpress.com/aave-aave-updates-cardano-ada-bullish-trends-cold-wallet-top-trending-crypto-for-2025/,"Aave (AAVE) Updates, Cardano (ADA) Bullish Trends & Cold Wallet: Top Trending Crypto for 2025?",publish,200,trash,trash,
619,12928,high,cold wallet,https://theccpress.com/top-crypto-projects-in-2025-cold-wallet-near-tron-toncoin/,"Top Crypto Projects in 2025: Cold Wallet, NEAR, TRON, Toncoin",trash,skip,already_trash,trash,
620,12918,high,dragoin,https://theccpress.com/ada-holds-0-63-shib-predicts-1500-growth-dragoin-delivers-with-game-roadmap-and-audited-roi/,"ADA Holds $0.63, SHIB Predicts 1,500% Growth, Dragoin Delivers With Game, Roadmap, and Audited ROI",publish,200,trash,trash,
621,12958,high,btfd,https://theccpress.com/best-meme-coin-presale-to-buy-now-btfd-neiro-ai16z-insights/,"Best Meme Coin Presale to Buy Now? BTFD, NEIRO, AI16Z Insights",trash,skip,already_trash,trash,
622,12954,high,qubetics,https://theccpress.com/missed-hnt-qubetics-is-the-one-still-under-0-20-and-one-of-the-best-cryptos-to-buy-this-month/,Missed HNT? Qubetics Is the One Still Under $0.20 and One of the Best Cryptos to Buy This Month,publish,200,trash,trash,
623,12766,high,unstaked,https://theccpress.com/best-crypto-coin-to-buy-in-2025-unstaked-xlm-rndr-kas/,"Best Crypto Coin to Buy in 2025: Unstaked, XLM, RNDR, KAS",trash,skip,already_trash,trash,
624,12764,high,unstaked,https://theccpress.com/bitcoin-cash-price-struggles-hyperliquid-eyes-100-unstaked-emerges-as-the-best-crypto-right-now/,"Bitcoin Cash Price Struggles, Hyperliquid Eyes $100, Unstaked Emerges as the Best Crypto Right Now",publish,200,trash,trash,
625,12762,high,cold wallet,https://theccpress.com/top-breakout-crypto-to-watch-now-xrp-ethereum-dogecoin-cold-wallet/,"Top Breakout Crypto to Watch Now: XRP, Ethereum, Dogecoin & Cold Wallet",publish,410,,trash,
626,12760,high,web3 ai,https://theccpress.com/web3-ai-projects-1747-roi-as-dogecoin-stalls-and-pi-network-slides/,Web3 ai Projects 1747% ROI as Dogecoin Stalls and Pi Network Slides,publish,200,trash,trash,
627,12758,high,web3 ai,https://theccpress.com/shiba-inu-price-gains-aptos-to-unlock-11m-tokens-web3-ai-presale-booms/,"Shiba Inu Price Gains, Aptos to Unlock 11M Tokens & Web3 ai Presale Booms!",publish,410,,trash,
628,12756,high,arctic pablo,https://theccpress.com/top-new-meme-coins-to-invest-in-now-arctic-pablo-dogs-brett/,"Top New Meme Coins to Invest in Now: Arctic Pablo, Dogs, Brett",publish,200,trash,trash,
629,12753,high,qubetics,https://theccpress.com/qubetics-bitcoin-and-chainlink-best-cryptos-to-join-for-short-term-profits-in-2025/,"Qubetics, Bitcoin, and Chainlink: Best Cryptos to Join for Short Term Profits in 2025",trash,skip,already_trash,trash,
630,12749,high,qubetics,https://theccpress.com/qubetics-algorand-asi-latest-updates-top-3-best-cryptos-with-1000x-potential-for-2025/,"Qubetics, Algorand, ASI Latest Updates: Top 3 Best Cryptos with 1000X Potential for 2025",publish,200,trash,trash,
631,12737,high,dragoin,https://theccpress.com/best-long-term-meme-coins-to-watch-now-solana-dragoin-bonk-more/,"Best Long-Term Meme Coins to Watch Now: Solana, Dragoin, Bonk & More",publish,410,,trash,
632,12733,high,dragoin,https://theccpress.com/dragoin-tops-2025-meme-coin-charts-could-this-be-the-next-100x-opportunity/,Dragoin Tops 2025 Meme Coin Charts — Could This Be the Next 100x Opportunity?,publish,200,trash,trash,
633,12729,high,dragoin,https://theccpress.com/april-highlights-dragoin-presale-is-becoming-more-popular-than-fartcoin-and-solana-combined-heres-why/,April Highlights: Dragoin Presale is becoming more popular than Fartcoin and Solana Combined- Here’s why,trash,skip,already_trash,trash,
634,12727,high,dragoin,https://theccpress.com/musk-moves-pepe-xrp-swings-again-dragoin-quietly-raises-in-stage-1-presale/,"Musk Moves PEPE, XRP Swings Again, Dragoin Quietly Raises in Stage 1 Presale",publish,200,trash,trash,
635,12747,high,qubetics,https://theccpress.com/filecoins-already-in-the-sky-but-qubetics-is-still-on-the-launchpad-and-one-of-the-best-cryptos-to-buy-this-month/,Filecoin’s Already in the Sky—But Qubetics Is Still on the Launchpad and One of the Best Cryptos to Buy This Month,publish,410,,trash,
636,12575,high,qubetics,https://theccpress.com/top-cryptos-to-buy-this-month-qubetics-leads-presale-momentum-theta-expands-web3-video-story-ip-builds-hype/,"Top Cryptos to Buy This Month: Qubetics Leads Presale Momentum, Theta Expands Web3 Video, Story (IP) Builds Hype",publish,200,trash,trash,
637,12573,high,qubetics,https://theccpress.com/qubetics-avalanche-and-eos-best-crypto-investment-in-2025-with-real-world-solutions/,"Qubetics, Avalanche, and EOS: Best Crypto Investment in 2025 with Real-World Solutions",publish,410,,trash,
638,12569,high,blockdag,https://theccpress.com/blockdags-600-bonus-overshadows-doge-and-shib-rally/,BlockDAG’s 600% Bonus Overshadows DOGE and SHIB Rally,publish,200,trash,trash,
639,12563,high,blockdag,https://theccpress.com/pepe-price-rises-avax-targets-20-blockdag-rallies-with-216m-in-presale/,"PEPE Price Rises, AVAX Targets $20 & BlockDAG Rallies with $216M in Presale",publish,410,,trash,
640,12557,high,unstaked,https://theccpress.com/polkadot-price-forecast-vs-sui-crypto-crash-why-unstakeds-ai-agents-are-the-next-big-crypto/,Polkadot Price Forecast vs. SUI Crypto Crash: Why Unstaked’s AI Agents Are the Next Big Crypto,publish,200,trash,trash,
641,12555,high,cold wallet,https://theccpress.com/xrp-gains-on-etf-buzz-dogecoin-could-hit-5-cold-wallets-0-007-presale-may-be-the-smarter-crypto-to-buy-today/,"XRP Gains on ETF Buzz, Dogecoin Could Hit $5—Cold Wallet’s $0.007 Presale May Be the Smarter Crypto to Buy Today",trash,skip,already_trash,trash,
642,12553,high,web3 ai,https://theccpress.com/top-trending-crypto-picks-2025-why-web3-ai-is-racing-ahead-of-eth-ada-arb/,"Top Trending Crypto Picks 2025: Why Web3 ai Is Racing Ahead of ETH, ADA & ARB",publish,200,trash,trash,
643,12577,high,btfd,https://theccpress.com/still-wishing-you-bought-floki-inu-btfd-coins-0-0002-entry-final100-bonus-and-may-26-deadline-are-screaming-last-chance/,"Still Wishing You Bought Floki Inu? BTFD Coin’s $0.0002 Entry, FINAL100 Bonus, and May 26 Deadline Are Screaming ‘Last Chance’",trash,skip,already_trash,trash,
644,12455,high,qubetics,https://theccpress.com/qubetics-arbitrum-icp-best-cryptos-for-exponential-returns-in-2025/,"Qubetics, Arbitrum, ICP: Best Cryptos for Exponential Returns in 2025",publish,200,trash,trash,
645,12453,high,qubetics,https://theccpress.com/qubetics-gains-ground-as-one-of-the-best-cryptos-with-1000x-potential-alongside-terra-classic-and-injective/,Qubetics Gains Ground as One of the Best Cryptos with 1000x Potential Alongside Terra Classic and Injective,publish,410,,trash,
646,12449,high,web3 ai,https://theccpress.com/top-crypto-for-2025-why-web3-ais-0-0003-presale-is-gaining-on-xrp-algo-bnb/,"Top Crypto for 2025: Why Web3 ai’s $0.0003 Presale Is Gaining on XRP, ALGO & BNB",publish,200,trash,trash,
647,12447,high,web3 ai,https://theccpress.com/which-is-the-top-crypto-to-buy-now-tether-xrp-or-web3-ai/,"Which is the Top Crypto to Buy Now–  Tether, XRP, or Web3 ai?",publish,410,,trash,
648,12445,high,web3 ai,https://theccpress.com/bitcoin-and-ethereum-price-predictions-improve-but-web3-ai-quietly-becomes-the-no-1-best-long-term-crypto-to-watch/,"Bitcoin and Ethereum Price Predictions Improve, But Web3 ai Quietly Becomes the No.1 Best Long-Term Crypto to Watch",publish,200,trash,trash,
649,12443,high,web3 ai,https://theccpress.com/ethereum-eyes-breakout-above-4k-ripple-gains-strength-and-web3-ai-emerges-as-the-best-crypto-to-buy-right-now-with-1747-upside/,"Ethereum Eyes Breakout Above $4K, Ripple Gains Strength, and Web3 ai Emerges as the Best Crypto to Buy Right Now With 1747% Upside",trash,skip,already_trash,trash,
650,12439,high,web3 ai,https://theccpress.com/monero-price-jump-sparks-market-buzz-pi-builds-strength-and-web3-ai-quietly-joins-the-best-crypto-contenders-for-2025/,"Monero Price Jump Sparks Market Buzz, PI Builds Strength, and Web3 ai Quietly Joins the Best Crypto Contenders for 2025",publish,200,trash,trash,
651,12437,high,bdag,https://theccpress.com/top-cryptos-to-buy-in-2025-bdag-ar-rndr-inj/,"Top Cryptos to Buy in 2025: BDAG, AR, RNDR & INJ",publish,200,trash,trash,
652,12345,high,btfd,https://theccpress.com/best-meme-coin-to-buy-today-btfd-apu-fartcoin-updates/,"Best Meme Coin to Buy Today: BTFD, APU, FARTCOIN Updates",trash,skip,already_trash,trash,
653,12341,high,qubetics,https://theccpress.com/qubetics-vs-vechain-vs-sui-which-is-the-next-big-crypto-in-2025/,Qubetics vs Vechain vs SUI: Which is the Next Big Crypto in 2025?,publish,200,trash,trash,
654,12339,high,qubetics,https://theccpress.com/qubetics-litecoin-and-ondo-top-cryptos-to-join-for-long-term-growth-in-2025/,"Qubetics, Litecoin, and Ondo: Top Cryptos to Join for Long Term Growth in 2025",publish,410,,trash,
655,12337,high,qubetics,https://theccpress.com/top-cryptos-to-buy-this-month-qubetics-presale-surges-with-477-roi-vs-polkadot-chainlink/,Top Cryptos to Buy This Month: Qubetics Presale Surges with 477% ROI vs Polkadot & Chainlink,publish,200,trash,trash,
